m2	m2	m2	m2	m2	m2	m2	m2
Date and Time	Time (s)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
10/18/2019 05:47:49 pm	5.352	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.353	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.354	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.355	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.356	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.357	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.358	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.359	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.360	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.361	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.362	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.363	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.364	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.365	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.366	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.367	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.368	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.369	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.370	-1.728	0.000	0.000	-0.0412	0.000	0.000
10/18/2019 05:47:49 pm	5.371	-1.728	0.000	484.814	-0.0412	0.000	11.574
10/18/2019 05:47:49 pm	5.372	-1.728	0.000	1454.441	-0.0412	0.000	34.722
10/18/2019 05:47:49 pm	5.373	-1.728	2.909	1939.254	-0.0412	0.069	46.296
10/18/2019 05:47:49 pm	5.374	-1.728	5.818	969.627	-0.0412	0.139	23.148
10/18/2019 05:47:49 pm	5.375	-1.710	5.818	-969.627	-0.0408	0.139	-23.148
10/18/2019 05:47:49 pm	5.376	-1.710	2.909	-1939.254	-0.0408	0.069	-46.296
10/18/2019 05:47:49 pm	5.377	-1.710	0.000	-1454.441	-0.0408	0.000	-34.722
10/18/2019 05:47:49 pm	5.378	-1.710	0.000	-484.814	-0.0408	0.000	-11.574
10/18/2019 05:47:49 pm	5.379	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.380	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.381	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.382	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.383	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.384	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.385	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.386	-1.710	0.000	0.000	-0.0408	0.000	0.000
10/18/2019 05:47:49 pm	5.387	-1.710	0.000	484.814	-0.0408	0.000	11.574
10/18/2019 05:47:49 pm	5.388	-1.710	0.000	1454.441	-0.0408	0.000	34.722
10/18/2019 05:47:49 pm	5.389	-1.710	2.909	1939.254	-0.0408	0.069	46.296
10/18/2019 05:47:49 pm	5.390	-1.710	5.818	969.627	-0.0408	0.139	23.148
10/18/2019 05:47:49 pm	5.391	-1.693	5.818	-969.627	-0.0404	0.139	-23.148
10/18/2019 05:47:49 pm	5.392	-1.693	2.909	-1939.254	-0.0404	0.069	-46.296
10/18/2019 05:47:49 pm	5.393	-1.693	0.000	-1454.441	-0.0404	0.000	-34.722
10/18/2019 05:47:49 pm	5.394	-1.693	0.000	-484.814	-0.0404	0.000	-11.574
10/18/2019 05:47:49 pm	5.395	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:49 pm	5.396	-1.693	0.000	484.814	-0.0404	0.000	11.574
10/18/2019 05:47:49 pm	5.397	-1.693	0.000	1454.441	-0.0404	0.000	34.722
10/18/2019 05:47:49 pm	5.398	-1.693	2.909	1939.254	-0.0404	0.069	46.296
10/18/2019 05:47:49 pm	5.399	-1.693	5.818	969.627	-0.0404	0.139	23.148
10/18/2019 05:47:49 pm	5.400	-1.676	5.818	-969.627	-0.0400	0.139	-23.148
10/18/2019 05:47:49 pm	5.401	-1.676	2.909	-1939.254	-0.0400	0.069	-46.296
10/18/2019 05:47:49 pm	5.402	-1.676	0.000	-1454.441	-0.0400	0.000	-34.722
10/18/2019 05:47:49 pm	5.403	-1.676	0.000	-484.814	-0.0400	0.000	-11.574
10/18/2019 05:47:49 pm	5.404	-1.676	0.000	484.814	-0.0400	0.000	11.574
10/18/2019 05:47:49 pm	5.405	-1.676	0.000	1454.441	-0.0400	0.000	34.722
10/18/2019 05:47:49 pm	5.406	-1.676	2.909	1939.254	-0.0400	0.069	46.296
10/18/2019 05:47:49 pm	5.407	-1.676	5.818	969.627	-0.0400	0.139	23.148
10/18/2019 05:47:49 pm	5.408	-1.658	5.818	-969.627	-0.0396	0.139	-23.148
10/18/2019 05:47:49 pm	5.409	-1.658	2.909	-1939.254	-0.0396	0.069	-46.296
10/18/2019 05:47:49 pm	5.410	-1.658	0.000	-1454.441	-0.0396	0.000	-34.722
10/18/2019 05:47:49 pm	5.411	-1.658	0.000	5.207E-11	-0.0396	0.000	2.569E-12
10/18/2019 05:47:49 pm	5.412	-1.658	0.000	1454.441	-0.0396	0.000	34.722
10/18/2019 05:47:49 pm	5.413	-1.658	2.909	1939.254	-0.0396	0.069	46.296
10/18/2019 05:47:49 pm	5.414	-1.658	5.818	969.627	-0.0396	0.139	23.148
10/18/2019 05:47:49 pm	5.415	-1.641	5.818	-969.627	-0.0392	0.139	-23.148
10/18/2019 05:47:49 pm	5.416	-1.641	2.909	-1454.441	-0.0392	0.069	-34.722
10/18/2019 05:47:49 pm	5.417	-1.641	0.000	-1.075E-10	-0.0392	0.000	-3.150E-12
10/18/2019 05:47:49 pm	5.418	-1.641	2.909	1454.441	-0.0392	0.069	34.722
10/18/2019 05:47:49 pm	5.419	-1.641	5.818	969.627	-0.0392	0.139	23.148
10/18/2019 05:47:49 pm	5.420	-1.623	5.818	-969.627	-0.0387	0.139	-23.148
10/18/2019 05:47:49 pm	5.421	-1.623	2.909	-1939.254	-0.0387	0.069	-46.296
10/18/2019 05:47:49 pm	5.422	-1.623	0.000	-969.627	-0.0387	0.000	-23.148
10/18/2019 05:47:49 pm	5.423	-1.623	0.000	969.627	-0.0387	0.000	23.148
10/18/2019 05:47:49 pm	5.424	-1.623	2.909	1939.254	-0.0387	0.069	46.296
10/18/2019 05:47:49 pm	5.425	-1.623	5.818	969.627	-0.0387	0.139	23.148
10/18/2019 05:47:49 pm	5.426	-1.606	5.818	-969.627	-0.0383	0.139	-23.148
10/18/2019 05:47:49 pm	5.427	-1.606	2.909	-1454.441	-0.0383	0.069	-34.722
10/18/2019 05:47:49 pm	5.428	-1.606	0.000	-8.904E-11	-0.0383	0.000	-3.150E-12
10/18/2019 05:47:49 pm	5.429	-1.606	2.909	1454.441	-0.0383	0.069	34.722
10/18/2019 05:47:49 pm	5.430	-1.606	5.818	969.627	-0.0383	0.139	23.148
10/18/2019 05:47:49 pm	5.431	-1.588	5.818	-484.814	-0.0379	0.139	-11.574
10/18/2019 05:47:49 pm	5.432	-1.588	2.909	-484.814	-0.0379	0.069	-11.574
10/18/2019 05:47:49 pm	5.433	-1.588	2.909	484.814	-0.0379	0.069	11.574
10/18/2019 05:47:49 pm	5.434	-1.588	5.818	484.814	-0.0379	0.139	11.574
10/18/2019 05:47:49 pm	5.435	-1.571	5.818	-969.627	-0.0375	0.139	-23.148
10/18/2019 05:47:49 pm	5.436	-1.571	2.909	-1454.441	-0.0375	0.069	-34.722
10/18/2019 05:47:49 pm	5.437	-1.571	0.000	1.261E-10	-0.0375	0.000	2.567E-12
10/18/2019 05:47:49 pm	5.438	-1.571	2.909	1454.441	-0.0375	0.069	34.722
10/18/2019 05:47:49 pm	5.439	-1.571	5.818	969.627	-0.0375	0.139	23.148
10/18/2019 05:47:49 pm	5.440	-1.553	5.818	-484.814	-0.0371	0.139	-11.574
10/18/2019 05:47:49 pm	5.441	-1.553	2.909	-484.814	-0.0371	0.069	-11.574
10/18/2019 05:47:49 pm	5.442	-1.553	2.909	484.814	-0.0371	0.069	11.574
10/18/2019 05:47:49 pm	5.443	-1.553	5.818	484.814	-0.0371	0.139	11.574
10/18/2019 05:47:49 pm	5.444	-1.536	5.818	-484.814	-0.0367	0.139	-11.574
10/18/2019 05:47:49 pm	5.445	-1.536	2.909	-484.814	-0.0367	0.069	-11.574
10/18/2019 05:47:49 pm	5.446	-1.536	2.909	484.814	-0.0367	0.069	11.574
10/18/2019 05:47:49 pm	5.447	-1.536	5.818	969.627	-0.0367	0.139	23.148
10/18/2019 05:47:49 pm	5.448	-1.518	5.818	484.814	-0.0362	0.139	11.574
10/18/2019 05:47:49 pm	5.449	-1.518	5.818	1.910E-11	-0.0362	0.139	5.690E-13
10/18/2019 05:47:49 pm	5.450	-1.518	5.818	-484.814	-0.0362	0.139	-11.574
10/18/2019 05:47:49 pm	5.451	-1.501	5.818	-969.627	-0.0358	0.139	-23.148
10/18/2019 05:47:49 pm	5.452	-1.501	2.909	-484.814	-0.0358	0.069	-11.574
10/18/2019 05:47:49 pm	5.453	-1.501	2.909	484.814	-0.0358	0.069	11.574
10/18/2019 05:47:49 pm	5.454	-1.501	5.818	969.627	-0.0358	0.139	23.148
10/18/2019 05:47:49 pm	5.455	-1.484	5.818	484.814	-0.0354	0.139	11.574
10/18/2019 05:47:49 pm	5.456	-1.484	5.818	3.730E-11	-0.0354	0.139	1.166E-12
10/18/2019 05:47:49 pm	5.457	-1.484	5.818	-484.814	-0.0354	0.139	-11.574
10/18/2019 05:47:49 pm	5.458	-1.466	5.818	-969.627	-0.0350	0.139	-23.148
10/18/2019 05:47:49 pm	5.459	-1.466	2.909	-484.814	-0.0350	0.069	-11.574
10/18/2019 05:47:49 pm	5.460	-1.466	2.909	484.814	-0.0350	0.069	11.574
10/18/2019 05:47:49 pm	5.461	-1.466	5.818	969.627	-0.0350	0.139	23.148
10/18/2019 05:47:49 pm	5.462	-1.449	5.818	484.814	-0.0346	0.139	11.574
10/18/2019 05:47:49 pm	5.463	-1.449	5.818	-2.149E-10	-0.0346	0.139	-5.135E-12
10/18/2019 05:47:49 pm	5.464	-1.449	5.818	5.596E-11	-0.0346	0.139	5.829E-13
10/18/2019 05:47:49 pm	5.465	-1.431	5.818	5.551E-11	-0.0342	0.139	5.829E-13
10/18/2019 05:47:49 pm	5.466	-1.431	5.818	2.331E-10	-0.0342	0.139	5.135E-12
10/18/2019 05:47:49 pm	5.467	-1.431	5.818	2.149E-10	-0.0342	0.139	4.552E-12
10/18/2019 05:47:49 pm	5.468	-1.414	5.818	0.000	-0.0337	0.139	-5.829E-13
10/18/2019 05:47:49 pm	5.469	-1.414	5.818	-1.821E-11	-0.0337	0.139	0.000
10/18/2019 05:47:49 pm	5.470	-1.414	5.818	-2.705E-10	-0.0337	0.139	-5.135E-12
10/18/2019 05:47:49 pm	5.471	-1.396	5.818	-2.709E-10	-0.0333	0.139	-5.135E-12
10/18/2019 05:47:49 pm	5.472	-1.396	5.818	0.000	-0.0333	0.139	0.000
10/18/2019 05:47:49 pm	5.473	-1.396	5.818	5.596E-11	-0.0333	0.139	5.829E-13
10/18/2019 05:47:49 pm	5.474	-1.379	5.818	2.522E-10	-0.0329	0.139	5.135E-12
10/18/2019 05:47:49 pm	5.475	-1.379	5.818	2.149E-10	-0.0329	0.139	3.969E-12
10/18/2019 05:47:49 pm	5.476	-1.379	5.818	-1.865E-11	-0.0329	0.139	-5.829E-13
10/18/2019 05:47:49 pm	5.477	-1.361	5.818	-3.730E-11	-0.0325	0.139	5.829E-13
10/18/2019 05:47:49 pm	5.478	-1.361	5.818	-2.336E-10	-0.0325	0.139	-3.969E-12
10/18/2019 05:47:49 pm	5.479	-1.361	5.818	-1.967E-10	-0.0325	0.139	-4.566E-12
10/18/2019 05:47:49 pm	5.480	-1.344	5.818	5.551E-11	-0.0321	0.139	0.000
10/18/2019 05:47:49 pm	5.481	-1.344	5.818	484.814	-0.0321	0.139	11.574
10/18/2019 05:47:49 pm	5.482	-1.344	5.818	969.627	-0.0321	0.139	23.148
10/18/2019 05:47:49 pm	5.483	-1.326	8.727	484.814	-0.0317	0.208	11.574
10/18/2019 05:47:49 pm	5.484	-1.326	8.727	-484.814	-0.0317	0.208	-11.574
10/18/2019 05:47:49 pm	5.485	-1.309	5.818	-969.627	-0.0312	0.139	-23.148
10/18/2019 05:47:49 pm	5.486	-1.309	5.818	-3.051E-10	-0.0312	0.139	-7.994E-12
10/18/2019 05:47:49 pm	5.487	-1.309	5.818	969.627	-0.0312	0.139	23.148
10/18/2019 05:47:49 pm	5.488	-1.292	8.727	484.814	-0.0308	0.208	11.574
10/18/2019 05:47:49 pm	5.489	-1.292	8.727	-484.814	-0.0308	0.208	-11.574
10/18/2019 05:47:49 pm	5.490	-1.274	5.818	-969.627	-0.0304	0.139	-23.148
10/18/2019 05:47:49 pm	5.491	-1.274	5.818	3.229E-10	-0.0304	0.139	7.716E-12
10/18/2019 05:47:49 pm	5.492	-1.274	5.818	969.627	-0.0304	0.139	23.148
10/18/2019 05:47:49 pm	5.493	-1.257	8.727	484.814	-0.0300	0.208	11.574
10/18/2019 05:47:49 pm	5.494	-1.257	8.727	-484.814	-0.0300	0.208	-11.574
10/18/2019 05:47:49 pm	5.495	-1.239	5.818	-969.627	-0.0296	0.139	-23.148
10/18/2019 05:47:49 pm	5.496	-1.239	5.818	7.061E-11	-0.0296	0.139	3.150E-12
10/18/2019 05:47:49 pm	5.497	-1.239	5.818	969.627	-0.0296	0.139	23.148
10/18/2019 05:47:49 pm	5.498	-1.222	8.727	484.814	-0.0292	0.208	11.574
10/18/2019 05:47:49 pm	5.499	-1.222	8.727	-484.814	-0.0292	0.208	-11.574
10/18/2019 05:47:49 pm	5.500	-1.204	5.818	-969.627	-0.0287	0.139	-23.148
10/18/2019 05:47:49 pm	5.501	-1.204	5.818	8.971E-11	-0.0287	0.139	2.567E-12
10/18/2019 05:47:49 pm	5.502	-1.204	5.818	969.627	-0.0287	0.139	23.148
10/18/2019 05:47:49 pm	5.503	-1.187	8.727	969.627	-0.0283	0.208	23.148
10/18/2019 05:47:49 pm	5.504	-1.187	8.727	484.814	-0.0283	0.208	11.574
10/18/2019 05:47:49 pm	5.505	-1.169	8.727	-484.814	-0.0279	0.208	-11.574
10/18/2019 05:47:49 pm	5.506	-1.169	8.727	-969.627	-0.0279	0.208	-23.148
10/18/2019 05:47:49 pm	5.507	-1.152	5.818	-969.627	-0.0275	0.139	-23.148
10/18/2019 05:47:49 pm	5.508	-1.152	5.818	-3.784E-10	-0.0275	0.139	-7.716E-12
10/18/2019 05:47:49 pm	5.509	-1.152	5.818	969.627	-0.0275	0.139	23.148
10/18/2019 05:47:49 pm	5.510	-1.134	8.727	969.627	-0.0271	0.208	23.148
10/18/2019 05:47:49 pm	5.511	-1.134	8.727	484.814	-0.0271	0.208	11.574
10/18/2019 05:47:49 pm	5.512	-1.117	8.727	3.411E-10	-0.0267	0.208	7.702E-12
10/18/2019 05:47:49 pm	5.513	-1.117	8.727	-5.507E-11	-0.0267	0.208	8.604E-13
10/18/2019 05:47:49 pm	5.514	-1.100	8.727	-3.730E-11	-0.0262	0.208	2.914E-13
10/18/2019 05:47:49 pm	5.515	-1.100	8.727	-2.860E-10	-0.0262	0.208	-8.285E-12
10/18/2019 05:47:49 pm	5.516	-1.082	8.727	-2.487E-10	-0.0258	0.208	-7.994E-12
10/18/2019 05:47:49 pm	5.517	-1.082	8.727	3.642E-11	-0.0258	0.208	2.914E-13
10/18/2019 05:47:49 pm	5.518	-1.065	8.727	-484.814	-0.0254	0.208	-11.574
10/18/2019 05:47:49 pm	5.519	-1.065	8.727	-969.627	-0.0254	0.208	-23.148
10/18/2019 05:47:49 pm	5.520	-1.047	5.818	-969.627	-0.0250	0.139	-23.148
10/18/2019 05:47:49 pm	5.521	-1.047	5.818	-1.079E-10	-0.0250	0.139	-2.873E-12
10/18/2019 05:47:49 pm	5.522	-1.047	5.818	969.627	-0.0250	0.139	23.148
10/18/2019 05:47:49 pm	5.523	-1.030	8.727	969.627	-0.0246	0.208	23.148
10/18/2019 05:47:49 pm	5.524	-1.030	8.727	484.814	-0.0246	0.208	11.574
10/18/2019 05:47:49 pm	5.525	-1.012	8.727	-8.882E-12	-0.0242	0.208	5.967E-13
10/18/2019 05:47:49 pm	5.526	-1.012	8.727	1.865E-11	-0.0242	0.208	2.776E-13
10/18/2019 05:47:49 pm	5.527	-0.995	8.727	3.224E-10	-0.0237	0.208	7.397E-12
10/18/2019 05:47:49 pm	5.528	-0.995	8.727	3.135E-10	-0.0237	0.208	7.147E-12
10/18/2019 05:47:49 pm	5.529	-0.977	8.727	9.770E-12	-0.0233	0.208	-2.776E-13
10/18/2019 05:47:49 pm	5.530	-0.977	8.727	2.753E-11	-0.0233	0.208	0.000
10/18/2019 05:47:49 pm	5.531	-0.960	8.727	-3.233E-10	-0.0229	0.208	-7.716E-12
10/18/2019 05:47:49 pm	5.532	-0.960	8.727	-3.597E-10	-0.0229	0.208	-7.994E-12
10/18/2019 05:47:49 pm	5.533	-0.942	8.727	-1.776E-11	-0.0225	0.208	0.000
10/18/2019 05:47:49 pm	5.534	-0.942	8.727	1.865E-11	-0.0225	0.208	5.690E-13
10/18/2019 05:47:49 pm	5.535	-0.925	8.727	3.499E-10	-0.0221	0.208	8.285E-12
10/18/2019 05:47:49 pm	5.536	-0.925	8.727	3.135E-10	-0.0221	0.208	7.994E-12
10/18/2019 05:47:49 pm	5.537	-0.908	8.727	-3.730E-11	-0.0217	0.208	-2.914E-13
10/18/2019 05:47:49 pm	5.538	-0.908	8.727	484.814	-0.0217	0.208	11.574
10/18/2019 05:47:49 pm	5.539	-0.890	8.727	969.627	-0.0212	0.208	23.148
10/18/2019 05:47:49 pm	5.540	-0.890	11.636	969.627	-0.0212	0.278	23.148
10/18/2019 05:47:49 pm	5.541	-0.873	11.636	-1.261E-10	-0.0208	0.278	-2.581E-12
10/18/2019 05:47:49 pm	5.542	-0.855	11.636	-969.627	-0.0204	0.278	-23.148
10/18/2019 05:47:49 pm	5.543	-0.855	8.727	-969.627	-0.0204	0.208	-23.148
10/18/2019 05:47:49 pm	5.544	-0.838	8.727	-484.814	-0.0200	0.208	-11.574
10/18/2019 05:47:49 pm	5.545	-0.838	8.727	8.882E-12	-0.0200	0.208	5.690E-13
10/18/2019 05:47:49 pm	5.546	-0.820	8.727	-2.842E-11	-0.0196	0.208	0.000
10/18/2019 05:47:49 pm	5.547	-0.820	8.727	-3.411E-10	-0.0196	0.208	-8.563E-12
10/18/2019 05:47:49 pm	5.548	-0.803	8.727	-3.038E-10	-0.0192	0.208	-8.285E-12
10/18/2019 05:47:49 pm	5.549	-0.803	8.727	3.642E-11	-0.0192	0.208	2.776E-13
10/18/2019 05:47:49 pm	5.550	-0.785	8.727	1.865E-11	-0.0188	0.208	5.829E-13
10/18/2019 05:47:49 pm	5.551	-0.785	8.727	484.814	-0.0188	0.208	11.574
10/18/2019 05:47:49 pm	5.552	-0.768	8.727	969.627	-0.0183	0.208	23.148
10/18/2019 05:47:49 pm	5.553	-0.768	11.636	969.627	-0.0183	0.278	23.148
10/18/2019 05:47:49 pm	5.554	-0.750	11.636	-1.075E-10	-0.0179	0.278	-2.276E-12
10/18/2019 05:47:49 pm	5.555	-0.733	11.636	-969.627	-0.0175	0.278	-23.148
10/18/2019 05:47:49 pm	5.556	-0.733	8.727	-969.627	-0.0175	0.208	-23.148
10/18/2019 05:47:49 pm	5.557	-0.716	8.727	-484.814	-0.0171	0.208	-11.574
10/18/2019 05:47:49 pm	5.558	-0.716	8.727	484.814	-0.0171	0.208	11.574
10/18/2019 05:47:49 pm	5.559	-0.698	8.727	969.627	-0.0167	0.208	23.148
10/18/2019 05:47:49 pm	5.560	-0.698	11.636	969.627	-0.0167	0.278	23.148
10/18/2019 05:47:49 pm	5.561	-0.681	11.636	8.882E-11	-0.0163	0.278	2.720E-12
10/18/2019 05:47:49 pm	5.562	-0.663	11.636	-969.627	-0.0158	0.278	-23.148
10/18/2019 05:47:49 pm	5.563	-0.663	8.727	-969.627	-0.0158	0.208	-23.148
10/18/2019 05:47:49 pm	5.564	-0.646	8.727	-484.814	-0.0154	0.208	-11.574
10/18/2019 05:47:49 pm	5.565	-0.646	8.727	484.814	-0.0154	0.208	11.574
10/18/2019 05:47:49 pm	5.566	-0.628	8.727	969.627	-0.0150	0.208	23.148
10/18/2019 05:47:49 pm	5.567	-0.628	11.636	969.627	-0.0150	0.278	23.148
10/18/2019 05:47:49 pm	5.568	-0.611	11.636	3.233E-10	-0.0146	0.278	7.550E-12
10/18/2019 05:47:49 pm	5.569	-0.593	11.636	-969.627	-0.0142	0.278	-23.148
10/18/2019 05:47:49 pm	5.570	-0.593	8.727	-484.814	-0.0142	0.208	-11.574
10/18/2019 05:47:49 pm	5.571	-0.576	8.727	484.814	-0.0137	0.208	11.574
10/18/2019 05:47:49 pm	5.572	-0.576	11.636	969.627	-0.0137	0.278	23.148
10/18/2019 05:47:49 pm	5.573	-0.559	11.636	-1.084E-10	-0.0133	0.278	-2.859E-12
10/18/2019 05:47:49 pm	5.574	-0.541	11.636	-969.627	-0.0129	0.278	-23.148
10/18/2019 05:47:49 pm	5.575	-0.541	8.727	-969.627	-0.0129	0.208	-23.148
10/18/2019 05:47:49 pm	5.576	-0.524	8.727	-484.814	-0.0125	0.208	-11.574
10/18/2019 05:47:49 pm	5.577	-0.524	8.727	484.814	-0.0125	0.208	11.574
10/18/2019 05:47:49 pm	5.578	-0.506	8.727	969.627	-0.0121	0.208	23.148
10/18/2019 05:47:49 pm	5.579	-0.506	11.636	969.627	-0.0121	0.278	23.148
10/18/2019 05:47:49 pm	5.580	-0.489	11.636	-3.144E-10	-0.0117	0.278	-7.577E-12
10/18/2019 05:47:49 pm	5.581	-0.471	11.636	-969.627	-0.0112	0.278	-23.148
10/18/2019 05:47:49 pm	5.582	-0.471	8.727	-484.814	-0.0112	0.208	-11.574
10/18/2019 05:47:49 pm	5.583	-0.454	8.727	484.814	-0.0108	0.208	11.574
10/18/2019 05:47:49 pm	5.584	-0.454	11.636	969.627	-0.0108	0.278	23.148
10/18/2019 05:47:49 pm	5.585	-0.436	11.636	484.814	-0.0104	0.278	11.574
10/18/2019 05:47:49 pm	5.586	-0.419	11.636	8.882E-12	-0.0100	0.278	-3.053E-13
10/18/2019 05:47:49 pm	5.587	-0.419	11.636	-4.174E-10	-0.0100	0.278	-1.041E-11
10/18/2019 05:47:49 pm	5.588	-0.401	11.636	-484.814	-0.0096	0.278	-11.574
10/18/2019 05:47:49 pm	5.589	-0.384	11.636	-969.627	-0.0092	0.278	-23.148
10/18/2019 05:47:49 pm	5.590	-0.384	8.727	-484.814	-0.0092	0.208	-11.574
10/18/2019 05:47:49 pm	5.591	-0.367	8.727	484.814	-0.0087	0.208	11.574
10/18/2019 05:47:49 pm	5.592	-0.367	11.636	969.627	-0.0087	0.278	23.148
10/18/2019 05:47:49 pm	5.593	-0.349	11.636	1.075E-10	-0.0083	0.278	2.554E-12
10/18/2019 05:47:49 pm	5.594	-0.332	11.636	-969.627	-0.0079	0.278	-23.148
10/18/2019 05:47:49 pm	5.595	-0.332	8.727	-484.814	-0.0079	0.208	-11.574
10/18/2019 05:47:49 pm	5.596	-0.314	8.727	484.814	-0.0075	0.208	11.574
10/18/2019 05:47:49 pm	5.597	-0.314	11.636	969.627	-0.0075	0.278	23.148
10/18/2019 05:47:49 pm	5.598	-0.297	11.636	484.814	-0.0071	0.278	11.574
10/18/2019 05:47:49 pm	5.599	-0.279	11.636	4.317E-10	-0.0067	0.278	1.041E-11
10/18/2019 05:47:49 pm	5.600	-0.279	11.636	4.095E-10	-0.0067	0.278	1.038E-11
10/18/2019 05:47:49 pm	5.601	-0.262	11.636	-484.814	-0.0062	0.278	-11.574
10/18/2019 05:47:49 pm	5.602	-0.244	11.636	-969.627	-0.0058	0.278	-23.148
10/18/2019 05:47:49 pm	5.603	-0.244	8.727	-484.814	-0.0058	0.208	-11.574
10/18/2019 05:47:49 pm	5.604	-0.227	8.727	484.814	-0.0054	0.208	11.574
10/18/2019 05:47:49 pm	5.605	-0.227	11.636	969.627	-0.0054	0.278	23.148
10/18/2019 05:47:49 pm	5.606	-0.209	11.636	484.814	-0.0050	0.278	11.574
10/18/2019 05:47:49 pm	5.607	-0.192	11.636	4.334E-10	-0.0046	0.278	1.055E-11
10/18/2019 05:47:49 pm	5.608	-0.192	11.636	4.281E-10	-0.0046	0.278	1.035E-11
10/18/2019 05:47:49 pm	5.609	-0.175	11.636	-484.814	-0.0042	0.278	-11.574
10/18/2019 05:47:49 pm	5.610	-0.157	11.636	-969.627	-0.0037	0.278	-23.148
10/18/2019 05:47:49 pm	5.611	-0.157	8.727	-484.814	-0.0037	0.208	-11.574
10/18/2019 05:47:49 pm	5.612	-0.140	8.727	484.814	-0.0033	0.208	11.574
10/18/2019 05:47:49 pm	5.613	-0.140	11.636	969.627	-0.0033	0.278	23.148
10/18/2019 05:47:49 pm	5.614	-0.122	11.636	484.814	-0.0029	0.278	11.574
10/18/2019 05:47:49 pm	5.615	-0.105	11.636	4.343E-10	-0.0025	0.278	1.024E-11
10/18/2019 05:47:49 pm	5.616	-0.105	11.636	4.308E-10	-0.0025	0.278	1.027E-11
10/18/2019 05:47:49 pm	5.617	-0.087	11.636	-484.814	-0.0021	0.278	-11.574
10/18/2019 05:47:49 pm	5.618	-0.070	11.636	-969.627	-0.0017	0.278	-23.148
10/18/2019 05:47:49 pm	5.619	-0.070	8.727	-484.814	-0.0017	0.208	-11.574
10/18/2019 05:47:49 pm	5.620	-0.052	8.727	484.814	-0.0012	0.208	11.574
10/18/2019 05:47:49 pm	5.621	-0.052	11.636	969.627	-0.0012	0.278	23.148
10/18/2019 05:47:49 pm	5.622	-0.035	11.636	484.814	-8.3333E-4	0.278	11.574
10/18/2019 05:47:49 pm	5.623	-0.017	11.636	4.317E-10	-4.1667E-4	0.278	1.033E-11
10/18/2019 05:47:49 pm	5.624	-0.017	11.636	4.317E-10	-4.1667E-4	0.278	1.033E-11
10/18/2019 05:47:49 pm	5.625	0.000	11.636	0.000	0.0000	0.278	0.000
10/18/2019 05:47:49 pm	5.626	0.017	11.636	0.000	4.1667E-4	0.278	0.000
10/18/2019 05:47:49 pm	5.627	0.017	11.636	-4.317E-10	4.1667E-4	0.278	-1.033E-11
10/18/2019 05:47:49 pm	5.628	0.035	11.636	-484.814	8.3333E-4	0.278	-11.574
10/18/2019 05:47:49 pm	5.629	0.052	11.636	-969.627	0.0012	0.278	-23.148
10/18/2019 05:47:49 pm	5.630	0.052	8.727	-484.814	0.0012	0.208	-11.574
10/18/2019 05:47:49 pm	5.631	0.070	8.727	484.814	0.0017	0.208	11.574
10/18/2019 05:47:49 pm	5.632	0.070	11.636	969.627	0.0017	0.278	23.148
