m2	m2	m2	m2	m2	m2	m2	m2
Date and Time	Time (s)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
10/18/2019 05:47:52 pm	8.287	-0.436	-8.727	969.627	-0.0104	-0.208	23.148
10/18/2019 05:47:52 pm	8.288	-0.454	-8.727	484.814	-0.0108	-0.208	11.574
10/18/2019 05:47:52 pm	8.289	-0.454	-8.727	-484.814	-0.0108	-0.208	-11.574
10/18/2019 05:47:52 pm	8.290	-0.471	-8.727	-969.627	-0.0112	-0.208	-23.148
10/18/2019 05:47:52 pm	8.291	-0.471	-11.636	-969.627	-0.0112	-0.278	-23.148
10/18/2019 05:47:52 pm	8.292	-0.489	-11.636	-8.473E-10	-0.0117	-0.278	-2.054E-11
10/18/2019 05:47:52 pm	8.293	-0.506	-11.636	969.627	-0.0121	-0.278	23.148
10/18/2019 05:47:52 pm	8.294	-0.506	-8.727	484.814	-0.0121	-0.208	11.574
10/18/2019 05:47:52 pm	8.295	-0.524	-8.727	-484.814	-0.0125	-0.208	-11.574
10/18/2019 05:47:52 pm	8.296	-0.524	-11.636	-969.627	-0.0125	-0.278	-23.148
10/18/2019 05:47:52 pm	8.297	-0.541	-11.636	8.704E-10	-0.0129	-0.278	2.071E-11
10/18/2019 05:47:52 pm	8.298	-0.559	-11.636	969.627	-0.0133	-0.278	23.148
10/18/2019 05:47:52 pm	8.299	-0.559	-8.727	969.627	-0.0133	-0.208	23.148
10/18/2019 05:47:52 pm	8.300	-0.576	-8.727	484.814	-0.0137	-0.208	11.574
10/18/2019 05:47:52 pm	8.301	-0.576	-8.727	-484.814	-0.0137	-0.208	-11.574
10/18/2019 05:47:52 pm	8.302	-0.593	-8.727	-969.627	-0.0142	-0.208	-23.148
10/18/2019 05:47:52 pm	8.303	-0.593	-11.636	-969.627	-0.0142	-0.278	-23.148
10/18/2019 05:47:52 pm	8.304	-0.611	-11.636	0.000	-0.0146	-0.278	-1.388E-13
10/18/2019 05:47:52 pm	8.305	-0.628	-11.636	969.627	-0.0150	-0.278	23.148
10/18/2019 05:47:52 pm	8.306	-0.628	-8.727	969.627	-0.0150	-0.208	23.148
10/18/2019 05:47:52 pm	8.307	-0.646	-8.727	484.814	-0.0154	-0.208	11.574
10/18/2019 05:47:52 pm	8.308	-0.646	-8.727	-484.814	-0.0154	-0.208	-11.574
10/18/2019 05:47:52 pm	8.309	-0.663	-8.727	-969.627	-0.0158	-0.208	-23.148
10/18/2019 05:47:52 pm	8.310	-0.663	-11.636	-969.627	-0.0158	-0.278	-23.148
10/18/2019 05:47:52 pm	8.311	-0.681	-11.636	-1.954E-11	-0.0163	-0.278	-1.110E-13
10/18/2019 05:47:52 pm	8.312	-0.698	-11.636	969.627	-0.0167	-0.278	23.148
10/18/2019 05:47:52 pm	8.313	-0.698	-8.727	969.627	-0.0167	-0.208	23.148
10/18/2019 05:47:52 pm	8.314	-0.716	-8.727	484.814	-0.0171	-0.208	11.574
10/18/2019 05:47:52 pm	8.315	-0.716	-8.727	1.865E-11	-0.0171	-0.208	-8.604E-13
10/18/2019 05:47:52 pm	8.316	-0.733	-8.727	-1.865E-11	-0.0175	-0.208	-5.967E-13
10/18/2019 05:47:52 pm	8.317	-0.733	-8.727	-3.730E-11	-0.0175	-0.208	2.776E-13
10/18/2019 05:47:52 pm	8.318	-0.750	-8.727	-8.882E-12	-0.0179	-0.208	5.967E-13
10/18/2019 05:47:52 pm	8.319	-0.750	-8.727	-484.814	-0.0179	-0.208	-11.574
10/18/2019 05:47:52 pm	8.320	-0.768	-8.727	-969.627	-0.0183	-0.208	-23.148
10/18/2019 05:47:52 pm	8.321	-0.768	-11.636	-969.627	-0.0183	-0.278	-23.148
10/18/2019 05:47:52 pm	8.322	-0.785	-11.636	-6.457E-10	-0.0188	-0.278	-1.485E-11
10/18/2019 05:47:52 pm	8.323	-0.803	-11.636	969.627	-0.0192	-0.278	23.148
10/18/2019 05:47:52 pm	8.324	-0.803	-8.727	969.627	-0.0192	-0.208	23.148
10/18/2019 05:47:52 pm	8.325	-0.820	-8.727	484.814	-0.0196	-0.208	11.574
10/18/2019 05:47:52 pm	8.326	-0.820	-8.727	6.093E-10	-0.0196	-0.208	1.513E-11
10/18/2019 05:47:52 pm	8.327	-0.838	-8.727	0.000	-0.0200	-0.208	0.000
10/18/2019 05:47:52 pm	8.328	-0.838	-8.727	3.642E-11	-0.0200	-0.208	0.000
10/18/2019 05:47:52 pm	8.329	-0.855	-8.727	1.865E-11	-0.0204	-0.208	0.000
10/18/2019 05:47:52 pm	8.330	-0.855	-8.727	-1.776E-11	-0.0204	-0.208	0.000
10/18/2019 05:47:52 pm	8.331	-0.873	-8.727	-2.753E-11	-0.0208	-0.208	2.914E-13
10/18/2019 05:47:52 pm	8.332	-0.873	-8.727	9.770E-12	-0.0208	-0.208	5.829E-13
10/18/2019 05:47:52 pm	8.333	-0.890	-8.727	3.642E-11	-0.0212	-0.208	0.000
10/18/2019 05:47:52 pm	8.334	-0.890	-8.727	1.865E-11	-0.0212	-0.208	-8.604E-13
10/18/2019 05:47:52 pm	8.335	-0.908	-8.727	-1.865E-11	-0.0217	-0.208	-8.743E-13
10/18/2019 05:47:52 pm	8.336	-0.908	-8.727	-3.730E-11	-0.0217	-0.208	0.000
10/18/2019 05:47:52 pm	8.337	-0.925	-8.727	-6.555E-10	-0.0221	-0.208	-1.456E-11
10/18/2019 05:47:52 pm	8.338	-0.925	-8.727	-6.182E-10	-0.0221	-0.208	-1.457E-11
10/18/2019 05:47:52 pm	8.339	-0.942	-8.727	1.865E-11	-0.0225	-0.208	1.388E-14
10/18/2019 05:47:52 pm	8.340	-0.942	-8.727	-9.770E-12	-0.0225	-0.208	-8.604E-13
10/18/2019 05:47:52 pm	8.341	-0.960	-8.727	6.191E-10	-0.0229	-0.208	1.513E-11
10/18/2019 05:47:52 pm	8.342	-0.960	-8.727	6.368E-10	-0.0229	-0.208	1.600E-11
10/18/2019 05:47:52 pm	8.343	-0.977	-8.727	2.665E-11	-0.0233	-0.208	2.914E-13
10/18/2019 05:47:52 pm	8.344	-0.977	-8.727	1.865E-11	-0.0233	-0.208	-2.914E-13
10/18/2019 05:47:52 pm	8.345	-0.995	-8.727	8.882E-13	-0.0237	-0.208	-5.967E-13
10/18/2019 05:47:52 pm	8.346	-0.995	-8.727	-9.770E-12	-0.0237	-0.208	-3.053E-13
10/18/2019 05:47:52 pm	8.347	-1.012	-8.727	-1.865E-11	-0.0242	-0.208	3.053E-13
10/18/2019 05:47:52 pm	8.348	-1.012	-8.727	-2.753E-11	-0.0242	-0.208	5.967E-13
10/18/2019 05:47:52 pm	8.349	-1.030	-8.727	484.814	-0.0246	-0.208	11.574
10/18/2019 05:47:52 pm	8.350	-1.030	-8.727	969.627	-0.0246	-0.208	23.148
10/18/2019 05:47:52 pm	8.351	-1.047	-5.818	969.627	-0.0250	-0.139	23.148
10/18/2019 05:47:52 pm	8.352	-1.047	-5.818	0.000	-0.0250	-0.139	2.914E-13
10/18/2019 05:47:52 pm	8.353	-1.047	-5.818	-969.627	-0.0250	-0.139	-23.148
10/18/2019 05:47:52 pm	8.354	-1.065	-8.727	-969.627	-0.0254	-0.208	-23.148
10/18/2019 05:47:52 pm	8.355	-1.065	-8.727	-484.814	-0.0254	-0.208	-11.574
10/18/2019 05:47:52 pm	8.356	-1.082	-8.727	3.642E-11	-0.0258	-0.208	2.914E-13
10/18/2019 05:47:52 pm	8.357	-1.082	-8.727	7.203E-10	-0.0258	-0.208	1.599E-11
10/18/2019 05:47:52 pm	8.358	-1.100	-8.727	6.839E-10	-0.0262	-0.208	1.571E-11
10/18/2019 05:47:52 pm	8.359	-1.100	-8.727	-1.954E-11	-0.0262	-0.208	2.914E-13
10/18/2019 05:47:52 pm	8.360	-1.117	-8.727	484.814	-0.0267	-0.208	11.574
10/18/2019 05:47:52 pm	8.361	-1.117	-8.727	969.627	-0.0267	-0.208	23.148
10/18/2019 05:47:52 pm	8.362	-1.134	-5.818	969.627	-0.0271	-0.139	23.148
10/18/2019 05:47:52 pm	8.363	-1.134	-5.818	1.972E-10	-0.0271	-0.139	4.566E-12
10/18/2019 05:47:52 pm	8.364	-1.134	-5.818	-969.627	-0.0271	-0.139	-23.148
10/18/2019 05:47:52 pm	8.365	-1.152	-8.727	-969.627	-0.0275	-0.208	-23.148
10/18/2019 05:47:52 pm	8.366	-1.152	-8.727	-484.814	-0.0275	-0.208	-11.574
10/18/2019 05:47:52 pm	8.367	-1.169	-8.727	484.814	-0.0279	-0.208	11.574
10/18/2019 05:47:52 pm	8.368	-1.169	-8.727	969.627	-0.0279	-0.208	23.148
10/18/2019 05:47:52 pm	8.369	-1.187	-5.818	969.627	-0.0283	-0.139	23.148
10/18/2019 05:47:52 pm	8.370	-1.187	-5.818	-6.644E-10	-0.0283	-0.139	-1.542E-11
10/18/2019 05:47:52 pm	8.371	-1.187	-5.818	-969.627	-0.0283	-0.139	-23.148
10/18/2019 05:47:52 pm	8.372	-1.204	-8.727	-484.814	-0.0287	-0.208	-11.574
10/18/2019 05:47:52 pm	8.373	-1.204	-8.727	484.814	-0.0287	-0.208	11.574
10/18/2019 05:47:52 pm	8.374	-1.222	-5.818	969.627	-0.0292	-0.139	23.148
10/18/2019 05:47:52 pm	8.375	-1.222	-5.818	0.000	-0.0292	-0.139	-5.967E-13
10/18/2019 05:47:52 pm	8.376	-1.222	-5.818	-969.627	-0.0292	-0.139	-23.148
10/18/2019 05:47:52 pm	8.377	-1.239	-8.727	-484.814	-0.0296	-0.208	-11.574
10/18/2019 05:47:52 pm	8.378	-1.239	-8.727	484.814	-0.0296	-0.208	11.574
10/18/2019 05:47:52 pm	8.379	-1.257	-5.818	969.627	-0.0300	-0.139	23.148
10/18/2019 05:47:52 pm	8.380	-1.257	-5.818	484.814	-0.0300	-0.139	11.574
10/18/2019 05:47:52 pm	8.381	-1.257	-5.818	5.551E-11	-0.0300	-0.139	-8.604E-13
10/18/2019 05:47:52 pm	8.382	-1.274	-5.818	5.507E-11	-0.0304	-0.139	-5.829E-13
10/18/2019 05:47:52 pm	8.383	-1.274	-5.818	-484.814	-0.0304	-0.139	-11.574
10/18/2019 05:47:52 pm	8.384	-1.274	-5.818	-969.627	-0.0304	-0.139	-23.148
10/18/2019 05:47:52 pm	8.385	-1.292	-8.727	-484.814	-0.0308	-0.208	-11.574
10/18/2019 05:47:52 pm	8.386	-1.292	-8.727	484.814	-0.0308	-0.208	11.574
10/18/2019 05:47:52 pm	8.387	-1.309	-5.818	969.627	-0.0312	-0.139	23.148
10/18/2019 05:47:52 pm	8.388	-1.309	-5.818	484.814	-0.0312	-0.139	11.574
10/18/2019 05:47:52 pm	8.389	-1.309	-5.818	3.930E-10	-0.0312	-0.139	1.113E-11
10/18/2019 05:47:52 pm	8.390	-1.326	-5.818	3.930E-10	-0.0317	-0.139	1.028E-11
10/18/2019 05:47:52 pm	8.391	-1.326	-5.818	-1.821E-11	-0.0317	-0.139	-8.465E-13
10/18/2019 05:47:52 pm	8.392	-1.326	-5.818	0.000	-0.0317	-0.139	0.000
10/18/2019 05:47:52 pm	8.393	-1.344	-5.818	1.910E-11	-0.0321	-0.139	5.690E-13
10/18/2019 05:47:52 pm	8.394	-1.344	-5.818	5.551E-11	-0.0321	-0.139	-5.829E-13
10/18/2019 05:47:52 pm	8.395	-1.344	-5.818	3.642E-11	-0.0321	-0.139	-1.138E-12
10/18/2019 05:47:52 pm	8.396	-1.361	-5.818	-1.821E-11	-0.0325	-0.139	0.000
10/18/2019 05:47:52 pm	8.397	-1.361	-5.818	-3.642E-11	-0.0325	-0.139	1.721E-12
10/18/2019 05:47:52 pm	8.398	-1.361	-5.818	-1.821E-11	-0.0325	-0.139	1.166E-12
10/18/2019 05:47:52 pm	8.399	-1.379	-5.818	-8.882E-13	-0.0329	-0.139	-5.829E-13
10/18/2019 05:47:52 pm	8.400	-1.379	-5.818	0.000	-0.0329	-0.139	-1.152E-12
10/18/2019 05:47:52 pm	8.401	-1.379	-5.818	-3.930E-10	-0.0329	-0.139	-1.027E-11
10/18/2019 05:47:52 pm	8.402	-1.396	-5.818	-3.757E-10	-0.0333	-0.139	-9.701E-12
10/18/2019 05:47:52 pm	8.403	-1.396	-5.818	0.000	-0.0333	-0.139	0.000
10/18/2019 05:47:52 pm	8.404	-1.396	-5.818	-5.507E-11	-0.0333	-0.139	0.000
10/18/2019 05:47:52 pm	8.405	-1.414	-5.818	3.748E-10	-0.0337	-0.139	1.027E-11
10/18/2019 05:47:52 pm	8.406	-1.414	-5.818	4.117E-10	-0.0337	-0.139	1.027E-11
10/18/2019 05:47:52 pm	8.407	-1.414	-5.818	484.814	-0.0337	-0.139	11.574
10/18/2019 05:47:52 pm	8.408	-1.431	-5.818	969.627	-0.0342	-0.139	23.148
10/18/2019 05:47:52 pm	8.409	-1.431	-2.909	484.814	-0.0342	-0.069	11.574
10/18/2019 05:47:52 pm	8.410	-1.431	-2.909	-484.814	-0.0342	-0.069	-11.574
10/18/2019 05:47:52 pm	8.411	-1.431	-5.818	-969.627	-0.0342	-0.139	-23.148
10/18/2019 05:47:52 pm	8.412	-1.449	-5.818	-484.814	-0.0346	-0.139	-11.574
10/18/2019 05:47:52 pm	8.413	-1.449	-5.818	0.000	-0.0346	-0.139	0.000
10/18/2019 05:47:52 pm	8.414	-1.449	-5.818	484.814	-0.0346	-0.139	11.574
10/18/2019 05:47:52 pm	8.415	-1.466	-5.818	969.627	-0.0350	-0.139	23.148
10/18/2019 05:47:52 pm	8.416	-1.466	-2.909	484.814	-0.0350	-0.069	11.574
10/18/2019 05:47:52 pm	8.417	-1.466	-2.909	-484.814	-0.0350	-0.069	-11.574
10/18/2019 05:47:52 pm	8.418	-1.466	-5.818	-969.627	-0.0350	-0.139	-23.148
10/18/2019 05:47:52 pm	8.419	-1.484	-5.818	-484.814	-0.0354	-0.139	-11.574
10/18/2019 05:47:52 pm	8.420	-1.484	-5.818	1.821E-11	-0.0354	-0.139	1.166E-12
10/18/2019 05:47:52 pm	8.421	-1.484	-5.818	484.814	-0.0354	-0.139	11.574
10/18/2019 05:47:52 pm	8.422	-1.501	-5.818	969.627	-0.0358	-0.139	23.148
10/18/2019 05:47:52 pm	8.423	-1.501	-2.909	484.814	-0.0358	-0.069	11.574
10/18/2019 05:47:52 pm	8.424	-1.501	-2.909	-484.814	-0.0358	-0.069	-11.574
10/18/2019 05:47:52 pm	8.425	-1.501	-5.818	-484.814	-0.0358	-0.139	-11.574
10/18/2019 05:47:52 pm	8.426	-1.518	-5.818	484.814	-0.0362	-0.139	11.574
10/18/2019 05:47:52 pm	8.427	-1.518	-2.909	484.814	-0.0362	-0.069	11.574
10/18/2019 05:47:52 pm	8.428	-1.518	-2.909	-484.814	-0.0362	-0.069	-11.574
10/18/2019 05:47:52 pm	8.429	-1.518	-5.818	-484.814	-0.0362	-0.139	-11.574
10/18/2019 05:47:52 pm	8.430	-1.536	-5.818	969.627	-0.0367	-0.139	23.148
10/18/2019 05:47:52 pm	8.431	-1.536	-2.909	1454.441	-0.0367	-0.069	34.722
10/18/2019 05:47:52 pm	8.432	-1.536	0.000	9.237E-11	-0.0367	0.000	5.829E-13
10/18/2019 05:47:52 pm	8.433	-1.536	-2.909	-1454.441	-0.0367	-0.069	-34.722
10/18/2019 05:47:52 pm	8.434	-1.536	-5.818	-969.627	-0.0367	-0.139	-23.148
10/18/2019 05:47:52 pm	8.435	-1.553	-5.818	484.814	-0.0371	-0.139	11.574
10/18/2019 05:47:52 pm	8.436	-1.553	-2.909	484.814	-0.0371	-0.069	11.574
10/18/2019 05:47:52 pm	8.437	-1.553	-2.909	-484.814	-0.0371	-0.069	-11.574
10/18/2019 05:47:52 pm	8.438	-1.553	-5.818	-484.814	-0.0371	-0.139	-11.574
10/18/2019 05:47:52 pm	8.439	-1.571	-5.818	969.627	-0.0375	-0.139	23.148
10/18/2019 05:47:52 pm	8.440	-1.571	-2.909	1454.441	-0.0375	-0.069	34.722
10/18/2019 05:47:52 pm	8.441	-1.571	0.000	-2.336E-10	-0.0375	0.000	-4.559E-12
10/18/2019 05:47:52 pm	8.442	-1.571	-2.909	-1454.441	-0.0375	-0.069	-34.722
10/18/2019 05:47:52 pm	8.443	-1.571	-5.818	-969.627	-0.0375	-0.139	-23.148
10/18/2019 05:47:52 pm	8.444	-1.588	-5.818	969.627	-0.0379	-0.139	23.148
10/18/2019 05:47:52 pm	8.445	-1.588	-2.909	1939.254	-0.0379	-0.069	46.296
10/18/2019 05:47:52 pm	8.446	-1.588	0.000	969.627	-0.0379	0.000	23.148
10/18/2019 05:47:52 pm	8.447	-1.588	0.000	-969.627	-0.0379	0.000	-23.148
10/18/2019 05:47:52 pm	8.448	-1.588	-2.909	-1939.254	-0.0379	-0.069	-46.296
10/18/2019 05:47:52 pm	8.449	-1.588	-5.818	-969.627	-0.0379	-0.139	-23.148
10/18/2019 05:47:52 pm	8.450	-1.606	-5.818	969.627	-0.0383	-0.139	23.148
10/18/2019 05:47:52 pm	8.451	-1.606	-2.909	1939.254	-0.0383	-0.069	46.296
10/18/2019 05:47:52 pm	8.452	-1.606	0.000	969.627	-0.0383	0.000	23.148
10/18/2019 05:47:52 pm	8.453	-1.606	0.000	-969.627	-0.0383	0.000	-23.148
10/18/2019 05:47:52 pm	8.454	-1.606	-2.909	-1939.254	-0.0383	-0.069	-46.296
10/18/2019 05:47:52 pm	8.455	-1.606	-5.818	-969.627	-0.0383	-0.139	-23.148
10/18/2019 05:47:52 pm	8.456	-1.623	-5.818	969.627	-0.0387	-0.139	23.148
10/18/2019 05:47:52 pm	8.457	-1.623	-2.909	1939.254	-0.0387	-0.069	46.296
10/18/2019 05:47:52 pm	8.458	-1.623	0.000	969.627	-0.0387	0.000	23.148
10/18/2019 05:47:52 pm	8.459	-1.623	0.000	-969.627	-0.0387	0.000	-23.148
10/18/2019 05:47:52 pm	8.460	-1.623	-2.909	-1939.254	-0.0387	-0.069	-46.296
10/18/2019 05:47:52 pm	8.461	-1.623	-5.818	-969.627	-0.0387	-0.139	-23.148
10/18/2019 05:47:52 pm	8.462	-1.641	-5.818	969.627	-0.0392	-0.139	23.148
10/18/2019 05:47:52 pm	8.463	-1.641	-2.909	1939.254	-0.0392	-0.069	46.296
10/18/2019 05:47:52 pm	8.464	-1.641	0.000	1454.441	-0.0392	0.000	34.722
10/18/2019 05:47:52 pm	8.465	-1.641	0.000	484.814	-0.0392	0.000	11.574
10/18/2019 05:47:52 pm	8.466	-1.641	0.000	-484.814	-0.0392	0.000	-11.574
10/18/2019 05:47:52 pm	8.467	-1.641	0.000	-1454.441	-0.0392	0.000	-34.722
10/18/2019 05:47:52 pm	8.468	-1.641	-2.909	-1939.254	-0.0392	-0.069	-46.296
10/18/2019 05:47:52 pm	8.469	-1.641	-5.818	-969.627	-0.0392	-0.139	-23.148
10/18/2019 05:47:52 pm	8.470	-1.658	-5.818	969.627	-0.0396	-0.139	23.148
10/18/2019 05:47:52 pm	8.471	-1.658	-2.909	1939.254	-0.0396	-0.069	46.296
10/18/2019 05:47:52 pm	8.472	-1.658	0.000	1454.441	-0.0396	0.000	34.722
10/18/2019 05:47:52 pm	8.473	-1.658	0.000	484.814	-0.0396	0.000	11.574
10/18/2019 05:47:52 pm	8.474	-1.658	0.000	0.000	-0.0396	0.000	0.000
10/18/2019 05:47:52 pm	8.475	-1.658	0.000	0.000	-0.0396	0.000	0.000
10/18/2019 05:47:52 pm	8.476	-1.658	0.000	-484.814	-0.0396	0.000	-11.574
10/18/2019 05:47:52 pm	8.477	-1.658	0.000	-1454.441	-0.0396	0.000	-34.722
10/18/2019 05:47:52 pm	8.478	-1.658	-2.909	-1939.254	-0.0396	-0.069	-46.296
10/18/2019 05:47:52 pm	8.479	-1.658	-5.818	-969.627	-0.0396	-0.139	-23.148
10/18/2019 05:47:52 pm	8.480	-1.676	-5.818	969.627	-0.0400	-0.139	23.148
10/18/2019 05:47:52 pm	8.481	-1.676	-2.909	1939.254	-0.0400	-0.069	46.296
10/18/2019 05:47:52 pm	8.482	-1.676	0.000	1454.441	-0.0400	0.000	34.722
10/18/2019 05:47:52 pm	8.483	-1.676	0.000	484.814	-0.0400	0.000	11.574
10/18/2019 05:47:52 pm	8.484	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.485	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.486	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.487	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.488	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.489	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.490	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.491	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.492	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.493	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.494	-1.676	0.000	-484.814	-0.0400	0.000	-11.574
10/18/2019 05:47:52 pm	8.495	-1.676	0.000	-1454.441	-0.0400	0.000	-34.722
10/18/2019 05:47:52 pm	8.496	-1.676	-2.909	-1939.254	-0.0400	-0.069	-46.296
10/18/2019 05:47:52 pm	8.497	-1.676	-5.818	-969.627	-0.0400	-0.139	-23.148
10/18/2019 05:47:52 pm	8.498	-1.693	-5.818	969.627	-0.0404	-0.139	23.148
10/18/2019 05:47:52 pm	8.499	-1.693	-2.909	1939.254	-0.0404	-0.069	46.296
10/18/2019 05:47:52 pm	8.500	-1.693	0.000	1454.441	-0.0404	0.000	34.722
10/18/2019 05:47:52 pm	8.501	-1.693	0.000	484.814	-0.0404	0.000	11.574
10/18/2019 05:47:52 pm	8.502	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.503	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.504	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.505	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.506	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.507	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.508	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.509	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.510	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.511	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.512	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.513	-1.693	0.000	0.000	-0.0404	0.000	0.000
10/18/2019 05:47:52 pm	8.514	-1.693	0.000	484.814	-0.0404	0.000	11.574
10/18/2019 05:47:52 pm	8.515	-1.693	0.000	1454.441	-0.0404	0.000	34.722
10/18/2019 05:47:52 pm	8.516	-1.693	2.909	1939.254	-0.0404	0.069	46.296
10/18/2019 05:47:52 pm	8.517	-1.693	5.818	969.627	-0.0404	0.139	23.148
10/18/2019 05:47:52 pm	8.518	-1.676	5.818	-969.627	-0.0400	0.139	-23.148
10/18/2019 05:47:52 pm	8.519	-1.676	2.909	-1939.254	-0.0400	0.069	-46.296
10/18/2019 05:47:52 pm	8.520	-1.676	0.000	-1454.441	-0.0400	0.000	-34.722
10/18/2019 05:47:52 pm	8.521	-1.676	0.000	-484.814	-0.0400	0.000	-11.574
10/18/2019 05:47:52 pm	8.522	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.523	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.524	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.525	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.526	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.527	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.528	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.529	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.530	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.531	-1.676	0.000	0.000	-0.0400	0.000	0.000
10/18/2019 05:47:52 pm	8.532	-1.676	0.000	484.814	-0.0400	0.000	11.574
10/18/2019 05:47:52 pm	8.533	-1.676	0.000	1454.441	-0.0400	0.000	34.722
10/18/2019 05:47:52 pm	8.534	-1.676	2.909	1939.254	-0.0400	0.069	46.296
10/18/2019 05:47:52 pm	8.535	-1.676	5.818	969.627	-0.0400	0.139	23.148
10/18/2019 05:47:52 pm	8.536	-1.658	5.818	-969.627	-0.0396	0.139	-23.148
10/18/2019 05:47:52 pm	8.537	-1.658	2.909	-1939.254	-0.0396	0.069	-46.296
10/18/2019 05:47:52 pm	8.538	-1.658	0.000	-1454.441	-0.0396	0.000	-34.722
10/18/2019 05:47:52 pm	8.539	-1.658	0.000	-484.814	-0.0396	0.000	-11.574
10/18/2019 05:47:52 pm	8.540	-1.658	0.000	0.000	-0.0396	0.000	0.000
10/18/2019 05:47:52 pm	8.541	-1.658	0.000	0.000	-0.0396	0.000	0.000
10/18/2019 05:47:52 pm	8.542	-1.658	0.000	484.814	-0.0396	0.000	11.574
10/18/2019 05:47:52 pm	8.543	-1.658	0.000	1454.441	-0.0396	0.000	34.722
10/18/2019 05:47:52 pm	8.544	-1.658	2.909	1939.254	-0.0396	0.069	46.296
10/18/2019 05:47:52 pm	8.545	-1.658	5.818	969.627	-0.0396	0.139	23.148
10/18/2019 05:47:52 pm	8.546	-1.641	5.818	-969.627	-0.0392	0.139	-23.148
10/18/2019 05:47:52 pm	8.547	-1.641	2.909	-1939.254	-0.0392	0.069	-46.296
10/18/2019 05:47:52 pm	8.548	-1.641	0.000	-1454.441	-0.0392	0.000	-34.722
10/18/2019 05:47:52 pm	8.549	-1.641	0.000	-484.814	-0.0392	0.000	-11.574
10/18/2019 05:47:52 pm	8.550	-1.641	0.000	484.814	-0.0392	0.000	11.574
10/18/2019 05:47:52 pm	8.551	-1.641	0.000	1454.441	-0.0392	0.000	34.722
10/18/2019 05:47:52 pm	8.552	-1.641	2.909	1939.254	-0.0392	0.069	46.296
10/18/2019 05:47:52 pm	8.553	-1.641	5.818	969.627	-0.0392	0.139	23.148
10/18/2019 05:47:52 pm	8.554	-1.623	5.818	-969.627	-0.0387	0.139	-23.148
10/18/2019 05:47:52 pm	8.555	-1.623	2.909	-1939.254	-0.0387	0.069	-46.296
10/18/2019 05:47:52 pm	8.556	-1.623	0.000	-969.627	-0.0387	0.000	-23.148
10/18/2019 05:47:52 pm	8.557	-1.623	0.000	969.627	-0.0387	0.000	23.148
10/18/2019 05:47:52 pm	8.558	-1.623	2.909	1939.254	-0.0387	0.069	46.296
10/18/2019 05:47:52 pm	8.559	-1.623	5.818	969.627	-0.0387	0.139	23.148
10/18/2019 05:47:52 pm	8.560	-1.606	5.818	-969.627	-0.0383	0.139	-23.148
10/18/2019 05:47:52 pm	8.561	-1.606	2.909	-1939.254	-0.0383	0.069	-46.296
